"TEAM","COMP","PASS.ATT","PASS.PCT","PASS.YDS..OFF.","PASS.YDS.ATT","PASS.TD","PASS.INT..OFF.","QBR","RUSH.ATT","RUSH.YDS..OFF.","RUSH.YDS.ATT","RUSH.TD..OFF.","TOTAL.FIRST.DOWNS","RUSH.FIRST.DOWNS","PASS.FIRST.DOWNS","THRD.DOWN.MADE","THRD.DOWN.ATT","THRD.DOWN.PCT","FOURTH.DOWN.ATT","PENALTIES","KICKING.PTS","FGA","FG.LNG","XP","PUNTS","PTS.AGAINST","TOTAL.YDS..DEF.","PASS.YDS..DEF.","RUSH.YARDS..DEF."
"698",21,2,2,1,2,3,1,2,3,3,2,3,2,3,2,3,3,4,3,1,2,4,3,5,2,3,3,5,4,4
"699",21,3,3,5,3,3,2,2,5,2,2,3,1,2,3,2,1,3,1,1,4,2,1,1,2,4,4,4,3,4
"700",21,3,3,3,2,2,1,2,3,4,3,4,2,4,3,3,5,6,4,3,3,1,2,1,2,4,5,4,3,4
"701",21,3,3,5,3,2,2,2,4,2,3,5,3,3,3,2,2,4,3,1,2,2,1,3,2,4,3,4,4,3
"702",21,4,4,4,3,2,1,1,4,3,2,3,1,4,3,3,4,6,3,2,2,3,2,6,2,3,3,3,4,1
"703",21,3,3,6,3,3,5,3,6,4,4,5,2,6,4,6,5,4,5,1,2,2,1,1,4,1,2,2,1,3
"704",21,2,3,2,3,3,1,4,2,2,2,3,1,3,3,1,2,4,2,1,3,1,1,1,2,4,4,5,2,6
"705",21,3,4,3,3,2,2,1,4,3,2,4,1,3,3,1,4,6,3,2,1,1,2,5,2,5,2,3,2,3
"706",21,2,3,3,2,2,1,2,3,4,3,4,2,4,3,3,2,4,3,4,1,1,1,1,2,3,4,5,2,5
"707",21,5,5,5,5,3,2,2,5,2,2,3,2,4,4,2,6,5,5,2,1,1,1,3,2,1,4,5,2,5
"708",21,3,4,4,3,3,1,2,4,2,1,3,1,3,4,1,3,4,3,1,2,3,2,1,2,3,3,4,2,4
"709",21,2,2,4,2,2,2,2,4,3,3,3,2,3,2,3,3,4,3,1,2,2,1,1,3,4,4,4,1,5
"710",21,4,3,6,4,3,2,1,6,2,2,3,2,4,3,2,3,3,4,1,2,2,1,4,2,2,5,4,2,4
"711",21,3,4,3,3,2,1,2,3,1,2,4,1,2,3,1,2,3,3,2,3,2,2,5,1,3,3,4,3,3
"712",21,2,2,4,1,2,1,2,3,1,1,2,1,1,1,1,2,3,3,1,3,1,1,4,1,3,4,4,3,4
"713",21,2,2,5,2,2,1,1,5,3,2,3,2,3,2,2,2,4,3,1,2,2,1,6,3,5,3,4,3,3
"714",21,2,4,1,2,1,1,2,2,2,1,2,1,2,2,1,3,6,3,2,3,1,1,1,1,6,4,4,3,2
"715",22,2,3,4,4,4,6,3,5,5,4,4,3,5,3,4,5,5,4,2,2,4,1,4,7,2,3,3,2,2
"716",22,2,2,4,2,2,1,2,3,6,6,5,4,5,1,6,6,5,5,2,2,2,1,4,3,1,1,2,2,1
"717",22,3,3,4,4,4,1,1,5,4,3,4,4,4,3,3,3,4,3,1,2,4,2,6,4,3,5,6,4,4
"718",22,3,3,4,3,3,3,1,5,3,3,5,2,4,3,3,3,4,3,1,1,3,2,4,2,4,4,5,4,4
"719",22,1,1,5,1,1,1,1,3,4,3,3,1,2,1,3,2,4,2,1,1,2,2,1,1,3,3,4,3,3
"720",22,2,3,2,2,2,1,2,3,3,3,4,2,4,3,3,4,5,4,2,1,3,2,4,2,3,3,4,3,4
"721",22,3,3,6,3,4,3,2,6,4,5,6,4,5,3,4,2,3,3,3,2,3,2,3,5,1,3,5,5,3
"722",22,2,3,2,1,1,1,3,2,3,3,3,1,2,1,3,2,5,2,1,4,1,1,4,1,6,2,3,2,3
"723",22,3,3,4,3,2,1,1,4,5,4,4,2,5,3,5,3,5,3,5,3,5,3,6,2,1,5,5,5,3
"724",22,2,3,2,2,2,1,2,2,2,2,3,1,2,2,2,2,3,3,1,3,1,1,1,1,4,5,6,2,7
"725",22,2,3,3,2,2,1,2,3,5,4,4,1,4,2,4,1,4,1,4,3,4,3,1,2,3,4,4,3,3
"726",22,3,3,5,4,4,4,1,7,4,3,3,1,4,4,2,2,4,3,1,3,5,3,1,4,2,3,4,2,5
"727",22,4,5,4,4,2,2,1,4,3,2,3,1,4,4,2,4,6,3,7,2,1,1,1,2,2,4,4,2,4
"728",22,2,2,2,2,2,1,2,2,3,4,5,3,2,2,2,2,5,3,1,1,3,2,1,2,5,4,5,3,4
"729",22,3,3,4,4,4,4,1,7,5,4,4,3,5,3,4,3,4,3,3,3,4,2,1,4,2,4,4,4,3
"730",22,4,4,6,4,3,4,2,6,2,2,4,1,4,4,2,4,3,5,3,2,4,2,4,4,1,4,5,1,6
"731",22,3,3,4,3,3,1,2,4,4,3,3,2,4,3,4,4,5,3,2,4,4,3,5,2,2,2,4,3,2
"732",22,2,2,5,4,4,2,1,6,4,4,4,4,4,4,2,4,4,5,3,2,3,2,6,4,1,1,4,3,3
"733",22,4,4,6,4,3,1,1,5,3,3,5,4,5,4,3,2,3,3,4,4,2,1,1,4,2,4,5,4,3
"734",22,3,2,6,4,5,3,1,7,5,4,4,1,6,3,5,4,3,5,2,2,3,1,4,4,1,3,5,5,2
"735",22,4,5,3,4,3,2,4,3,2,2,3,2,3,4,2,3,5,3,2,3,2,2,4,2,5,4,5,4,4
"736",22,3,3,3,3,3,1,1,4,4,3,4,3,4,3,3,1,4,1,2,2,2,2,1,3,4,3,4,4,3
"737",22,3,3,4,2,2,2,1,5,4,3,4,1,4,3,4,4,5,3,1,4,2,1,1,3,4,3,3,3,2
"738",22,2,3,1,2,1,1,2,2,4,3,4,1,4,2,3,5,6,4,1,3,3,3,7,1,2,4,4,4,2
"739",22,2,3,2,3,2,1,1,3,5,3,3,3,3,3,2,4,7,3,3,3,3,2,4,2,5,3,5,3,4
"740",22,3,3,4,4,3,2,2,5,3,3,3,3,4,4,2,2,4,3,1,2,4,3,4,3,3,3,4,4,2
"741",22,3,3,7,3,3,3,1,6,4,5,6,4,4,2,4,4,4,4,3,2,2,1,3,5,2,3,3,2,3
"742",22,2,3,2,2,2,1,2,3,3,2,3,1,2,2,2,2,5,2,1,3,1,1,1,1,6,3,4,3,3
"743",22,3,4,3,3,2,2,2,4,2,2,3,2,3,3,1,4,5,3,1,3,2,1,1,3,4,4,4,3,4
"744",22,1,2,1,2,2,1,4,2,3,4,5,3,2,2,2,2,4,2,1,3,1,1,1,2,5,4,4,3,3
"745",22,4,4,6,5,4,4,3,6,3,3,4,3,5,5,2,1,3,2,4,2,3,1,4,5,1,5,5,4,3
"746",22,3,4,4,4,3,4,3,5,3,3,4,2,5,4,3,4,4,5,1,1,2,1,1,4,2,6,7,5,4
"747",22,1,2,1,1,1,1,1,2,3,3,5,2,1,1,1,1,3,1,1,2,2,1,4,2,5,5,6,4,5
"748",22,3,3,5,3,3,3,2,5,2,2,3,1,3,4,1,3,3,4,1,2,1,1,1,2,2,5,5,4,3
"749",23,3,3,4,3,3,1,3,3,4,3,4,1,4,3,3,4,5,3,1,2,6,3,6,2,4,3,4,3,3
"750",23,4,4,6,3,2,2,1,5,3,3,4,2,4,3,3,4,4,4,1,2,2,2,5,3,2,2,4,4,1
"751",23,2,2,5,3,3,1,1,5,4,3,4,3,4,3,3,3,3,4,3,2,2,1,5,3,1,2,2,2,1
"752",23,2,4,2,2,2,1,3,2,3,2,3,1,2,2,2,2,5,2,4,2,3,3,4,1,4,3,3,2,3
"753",23,2,2,5,3,4,1,1,6,4,3,4,4,4,3,3,5,4,5,1,2,4,2,6,4,1,1,2,1,2
"754",23,3,3,4,3,3,1,1,5,4,3,4,4,4,3,3,4,4,4,1,2,2,1,1,4,3,3,4,2,4
"755",23,2,2,4,2,3,2,1,6,4,4,5,3,5,2,6,4,3,5,1,2,2,1,1,4,1,2,3,3,2
"756",23,2,2,3,2,2,1,2,3,2,2,3,1,2,2,2,3,4,3,1,1,1,1,1,2,4,5,4,2,4
"757",23,3,2,6,3,3,1,1,5,4,4,4,4,4,3,3,5,4,5,1,2,3,2,6,3,1,3,4,3,3
"758",23,2,2,6,3,4,3,1,7,5,4,4,1,4,3,4,5,4,5,3,1,2,1,1,3,1,2,2,2,2
"759",23,2,2,4,2,4,3,1,7,3,3,4,3,3,3,3,3,3,4,1,1,2,1,3,3,2,2,4,3,3
"760",23,3,3,5,3,3,2,4,4,4,3,3,1,3,3,3,2,4,3,3,1,2,2,4,2,2,2,2,1,2
"761",23,3,3,5,3,4,2,1,6,2,2,3,1,3,3,1,3,3,3,2,1,2,1,6,1,2,3,4,2,4
"762",23,1,2,4,1,2,1,1,5,2,3,4,2,2,1,1,1,2,1,1,2,2,1,1,3,5,2,4,3,3
"763",23,3,3,5,2,3,1,2,4,5,4,4,4,4,3,4,4,4,4,1,4,2,1,1,3,3,2,2,2,2
"764",23,5,5,5,4,2,2,1,5,2,2,3,1,4,4,3,5,6,4,1,1,2,3,5,2,3,2,2,2,2
"765",23,2,2,4,3,3,3,1,6,4,4,4,1,4,3,4,4,4,4,1,2,2,1,1,3,3,2,3,3,2
"766",23,2,2,4,2,3,2,1,5,5,3,3,1,3,3,3,6,6,5,1,1,1,1,1,2,3,2,3,3,2
"767",23,2,2,5,2,2,1,2,3,4,2,3,2,3,2,3,4,5,3,3,2,2,1,6,2,2,2,3,3,2
"768",23,4,4,5,3,2,1,2,4,2,2,3,3,4,3,3,4,4,4,1,2,3,2,7,2,3,3,3,3,2
"769",23,2,2,4,2,4,2,1,6,5,4,4,2,4,2,4,5,4,5,1,2,4,2,3,6,2,1,2,2,2
"770",23,2,2,5,2,3,1,2,5,3,2,3,2,3,2,2,2,3,3,3,1,2,1,1,2,2,2,4,3,3
"771",23,3,2,7,3,4,2,1,7,4,3,4,4,4,3,3,3,2,5,1,2,3,1,5,6,2,2,3,2,3
"772",23,2,2,4,3,3,1,2,4,4,3,4,1,4,2,4,4,4,5,1,1,1,1,1,2,1,1,2,2,1
"773",23,2,3,2,3,2,1,2,3,4,3,3,2,4,3,3,4,6,3,3,1,2,1,1,2,4,1,2,1,2
"774",23,1,2,2,1,1,1,2,3,3,2,3,1,2,1,2,3,4,3,2,2,2,2,1,1,3,1,3,3,2
"775",23,4,4,4,3,2,2,3,3,1,1,2,1,2,3,1,2,4,3,1,1,4,4,6,2,4,3,4,3,3
"776",23,2,3,3,2,2,2,1,5,4,4,4,1,4,2,4,2,5,3,2,2,4,2,5,2,3,2,3,4,2
"777",23,3,3,5,3,2,2,1,5,4,3,4,3,4,2,3,3,5,3,2,2,3,1,3,4,4,3,4,2,5
"778",23,2,2,4,2,3,1,2,3,4,4,4,4,4,3,4,5,5,4,1,2,3,2,1,3,3,1,2,2,2
"779",23,3,3,4,3,3,3,2,5,2,2,4,1,4,3,3,4,4,5,1,1,1,1,1,2,2,3,4,3,4
"780",23,4,5,4,3,2,2,2,4,2,2,3,2,3,3,2,4,6,3,2,3,2,1,1,3,5,4,4,2,3
"781",23,3,2,6,2,2,1,2,4,3,2,3,1,3,3,2,3,4,3,2,1,3,2,5,2,2,1,3,2,4
"782",23,2,2,3,2,3,1,1,4,4,2,3,3,3,3,2,3,5,3,1,3,2,2,6,3,3,2,2,1,3
"783",24,3,3,5,3,3,2,1,5,4,3,3,1,3,3,3,4,5,3,2,2,3,3,5,2,2,3,4,3,4
"784",24,3,3,5,2,2,1,3,3,2,2,3,2,3,2,3,3,4,4,1,2,1,1,3,2,3,3,5,2,4
"785",24,3,3,6,3,3,2,1,6,3,2,3,1,2,3,1,2,3,3,1,2,2,2,3,3,3,1,3,2,2
"786",24,2,3,2,2,1,1,4,1,3,2,3,1,2,2,2,2,4,3,2,1,1,1,1,1,3,4,4,3,4
"787",24,2,4,1,3,2,1,1,3,2,2,3,1,3,3,2,3,6,3,2,2,1,1,6,2,5,6,7,3,7
"788",24,4,4,3,3,2,1,2,3,3,2,3,1,4,3,3,3,6,3,4,2,3,2,1,1,4,5,6,4,4
"789",24,3,4,2,2,2,1,1,3,4,2,3,1,3,3,2,4,6,3,1,2,2,1,5,2,5,2,3,3,2
"790",24,3,4,3,3,2,2,2,4,2,2,3,1,4,3,3,4,5,3,3,2,1,1,1,2,3,3,5,3,4
"791",24,2,2,3,2,3,1,2,4,3,4,5,3,3,2,3,3,4,4,2,1,2,1,3,3,2,3,4,4,3
"792",24,3,3,4,2,2,1,3,3,3,2,3,1,3,2,3,3,4,3,1,2,1,1,1,1,4,5,5,2,6
"793",24,2,2,6,2,4,3,1,7,4,3,4,2,3,3,3,3,3,4,3,1,2,1,1,4,2,4,4,3,3
"794",24,2,2,6,3,5,2,2,6,4,3,4,2,3,3,3,2,3,3,1,2,3,2,3,3,2,1,3,1,3
"795",24,3,3,5,3,3,2,1,5,4,4,4,2,4,3,4,5,5,4,1,1,2,2,3,3,2,3,5,4,4
"796",24,3,3,3,2,2,1,3,2,3,2,3,1,3,3,2,3,6,3,4,2,2,2,1,1,4,3,4,2,3
"797",24,3,3,5,3,2,2,2,5,3,2,3,1,3,3,2,2,4,3,3,2,2,1,5,3,3,3,4,3,4
"798",24,3,3,3,3,3,2,2,4,2,2,3,1,3,2,2,2,4,3,1,2,2,1,6,2,4,3,4,3,4
"799",24,3,3,4,3,2,3,3,4,2,2,3,1,2,3,1,3,4,3,3,1,3,2,5,2,3,3,3,2,3
"800",24,3,3,5,3,3,2,1,5,2,2,3,1,3,3,1,2,3,3,1,2,3,2,1,2,2,2,3,2,2
"801",24,4,4,4,3,2,1,1,4,4,3,4,1,4,3,4,7,7,5,1,5,4,3,1,2,2,3,3,2,3
"802",24,4,4,4,3,2,2,2,4,4,3,4,3,4,5,2,4,5,3,2,1,2,1,1,4,3,2,3,3,2
"803",24,2,3,2,2,2,2,2,3,3,2,3,2,3,3,2,4,5,3,1,3,2,1,1,3,5,5,5,4,4
"804",24,4,3,6,3,3,2,3,4,3,3,5,3,4,3,3,3,4,3,1,1,3,2,4,4,3,2,3,3,1
"805",24,2,2,4,3,3,2,2,5,4,3,4,1,3,3,3,5,6,4,1,4,5,3,5,2,3,3,3,3,2
"806",24,2,3,2,2,2,2,1,4,3,2,3,1,3,2,2,5,6,4,1,1,3,2,1,2,4,4,4,3,2
"807",24,2,3,3,2,2,1,4,2,4,4,5,3,3,2,4,3,4,3,3,2,2,2,1,3,2,6,7,5,4
"808",24,2,3,1,2,2,1,1,3,3,2,3,3,3,3,3,3,5,3,2,2,2,1,1,4,6,4,6,4,4
"809",24,5,5,6,4,2,3,1,5,3,2,3,1,6,6,2,6,5,5,1,2,4,2,5,3,1,3,4,2,4
"810",24,3,3,5,4,3,1,1,5,3,2,3,2,4,3,2,2,3,3,6,3,1,1,3,2,2,4,5,5,3
"811",24,2,2,4,2,2,1,3,3,3,1,2,1,1,1,2,2,5,3,2,2,1,1,1,1,5,7,6,5,4
"812",24,5,5,5,4,2,3,3,4,3,3,4,2,5,5,3,5,6,4,1,2,3,1,1,4,4,5,5,4,3
"813",24,2,3,3,2,2,3,3,4,5,3,4,1,4,2,4,3,5,3,3,2,1,1,1,2,3,4,4,3,4
"814",24,3,3,2,2,2,2,2,4,4,3,3,2,3,2,3,2,6,2,1,4,2,1,3,2,6,5,4,1,5
"815",24,3,3,3,2,2,1,1,4,5,3,4,2,5,3,4,7,7,5,2,2,2,1,4,2,3,1,2,1,2
"816",25,3,4,5,3,3,1,2,4,4,4,4,3,5,4,4,4,5,3,5,3,3,1,4,4,1,4,4,3,3
"817",25,2,2,3,2,3,1,1,4,3,2,3,1,2,1,2,2,4,3,1,3,1,1,1,1,4,3,4,2,3
"818",25,3,3,6,3,3,2,1,6,2,1,2,1,2,2,1,3,4,3,2,2,1,1,1,2,3,6,6,4,5
"819",25,3,4,2,3,2,2,4,3,4,3,4,1,4,3,4,5,6,4,3,1,1,1,1,2,3,6,5,3,4
"820",25,2,2,2,2,2,1,2,2,4,3,4,1,2,2,3,3,6,3,3,3,1,1,1,1,5,4,3,3,2
"821",25,4,4,4,3,2,1,1,4,4,3,4,3,5,5,3,6,6,5,3,2,3,2,5,3,2,2,3,3,2
"822",25,3,4,3,2,2,1,2,3,2,2,4,1,2,2,2,2,5,2,2,3,2,1,1,2,6,2,4,3,4
"823",25,1,1,2,1,2,1,1,3,5,4,4,4,2,1,3,3,4,3,1,3,2,2,3,3,4,2,4,3,3
"824",25,3,3,3,4,3,2,2,4,3,2,3,2,3,3,2,4,5,3,1,3,2,1,3,2,4,3,4,4,3
"825",25,2,3,1,2,1,1,4,1,2,2,3,1,2,1,2,1,4,1,1,2,1,1,1,1,6,5,6,2,6
"826",25,2,3,1,1,1,1,2,2,3,3,4,1,2,2,2,2,5,2,7,2,1,1,1,1,3,3,4,3,3
"827",25,1,2,1,1,1,1,2,2,3,1,2,1,1,1,1,1,5,1,2,1,1,1,1,1,6,4,5,1,7
"828",25,3,3,3,3,2,2,2,4,3,2,3,1,3,3,2,4,5,4,3,2,1,1,4,2,3,4,3,2,4
"829",25,2,2,3,2,2,1,1,4,4,4,4,3,3,1,4,2,3,3,2,3,2,1,6,3,2,2,3,1,3
"830",25,2,2,3,2,3,3,1,6,4,4,4,1,3,2,3,3,4,3,1,3,3,3,6,3,2,3,4,3,2
"831",25,3,3,2,2,2,1,1,3,4,3,4,2,4,3,3,4,6,3,1,3,4,2,6,2,4,5,6,4,4
"832",25,2,3,3,2,2,1,3,3,3,2,3,1,2,2,2,3,5,3,2,2,1,1,1,2,4,2,3,2,3
"833",25,2,3,2,1,1,1,3,1,4,3,4,1,3,1,4,2,5,2,2,3,1,2,1,1,4,4,5,2,5
"834",25,4,4,4,3,2,1,3,3,3,2,3,1,3,4,2,4,5,3,2,3,3,4,7,1,3,1,4,3,3
"835",25,3,3,6,3,2,2,2,5,3,2,3,1,2,3,2,5,6,4,1,3,2,2,5,2,3,1,3,2,2
"836",25,3,3,4,3,3,1,2,4,2,2,3,2,3,4,1,3,4,4,3,2,1,1,1,2,2,3,5,2,5
"837",25,2,3,1,2,2,1,5,1,4,3,3,1,3,2,3,5,6,4,3,3,1,1,5,1,3,2,3,3,2
"838",25,3,3,5,3,2,1,1,5,3,1,2,1,2,3,1,4,5,3,2,2,1,1,1,1,4,4,5,3,4
"839",25,3,3,3,3,2,2,2,4,3,2,2,1,2,2,2,2,5,2,3,4,5,4,5,1,4,5,5,4,2
"840",25,2,3,2,2,2,1,1,3,3,2,3,1,1,1,1,2,5,2,1,4,1,1,1,2,7,3,5,3,4
"841",25,3,3,4,2,2,1,2,3,3,2,2,1,2,2,2,4,6,3,2,2,1,1,4,1,4,6,6,4,4
"842",25,2,2,3,2,2,1,2,3,3,1,2,1,1,1,2,1,5,1,1,2,1,1,1,2,5,3,3,2,3
"843",25,3,3,3,3,3,1,2,4,3,2,3,2,3,3,2,2,5,2,3,3,3,2,6,2,4,3,3,2,2
"844",25,5,4,6,4,2,2,2,5,3,2,3,1,4,4,2,3,5,3,3,2,1,2,4,2,2,3,5,4,4
"845",25,1,1,1,1,1,1,1,4,3,3,4,2,2,1,2,1,3,2,1,2,2,1,5,1,4,3,4,2,4
"846",25,3,3,5,3,3,2,2,5,3,2,3,1,3,3,2,2,4,3,2,2,1,1,1,2,3,3,5,3,3
"847",25,2,3,1,2,2,1,3,2,2,1,2,1,1,2,1,3,5,3,1,4,2,1,1,1,4,5,5,4,3
"848",25,2,3,1,2,2,1,1,3,4,3,3,1,3,2,2,4,7,3,2,3,2,2,4,2,6,6,6,5,4
"849",25,3,3,4,2,2,1,1,4,3,1,2,1,2,3,1,4,5,3,1,2,1,1,6,1,5,6,6,5,4
"850",26,3,3,6,3,3,2,3,5,2,1,2,1,3,4,1,1,3,2,2,1,2,2,5,2,3,3,3,2,3
"851",26,3,3,5,3,3,3,2,5,4,3,4,4,5,3,4,4,4,5,2,1,4,2,6,5,1,2,3,3,2
"852",26,1,2,3,2,3,1,1,5,3,3,4,2,3,2,3,3,3,3,1,3,3,2,4,3,2,1,3,2,2
"853",26,2,2,5,3,4,1,1,6,4,3,4,4,3,3,2,4,4,4,1,1,4,3,6,4,2,1,2,2,2
"854",26,3,3,4,3,3,2,2,5,3,2,4,3,3,3,2,3,3,3,1,1,4,2,7,4,2,2,3,2,2
"855",26,2,2,4,2,3,1,3,3,4,4,4,2,4,2,4,2,3,3,3,3,2,1,5,2,2,3,5,5,2
"856",26,1,1,5,1,3,1,1,6,4,4,5,4,3,1,4,3,2,5,1,2,2,1,1,5,2,3,4,4,2
"857",26,3,4,3,4,3,2,2,5,1,1,2,1,3,3,1,3,4,3,1,2,1,1,1,2,5,4,5,3,5
"858",26,3,4,2,3,3,2,2,4,3,2,3,3,3,3,2,4,5,3,2,3,3,1,1,4,4,6,6,4,4
"859",26,2,3,2,3,3,2,2,4,3,3,4,1,3,3,2,3,4,3,1,2,6,3,7,2,2,3,3,3,2
"860",26,3,3,4,3,2,2,1,5,3,3,4,2,4,3,3,4,4,4,4,2,3,1,5,4,2,3,4,3,4
"861",26,2,3,4,4,4,3,3,5,2,1,2,1,3,3,1,2,2,3,1,2,4,2,5,3,2,4,4,2,4
"862",26,3,3,5,4,4,1,2,5,2,1,2,1,3,4,1,2,4,3,1,4,4,4,1,2,2,2,4,3,2
"863",26,2,2,3,2,3,1,2,3,4,3,4,4,4,2,3,3,3,3,2,1,3,1,1,4,2,2,3,3,2
"864",26,3,3,5,3,3,1,3,4,3,2,4,4,4,3,3,4,4,5,1,2,6,3,4,4,1,3,3,2,3
"865",26,2,3,4,3,3,1,1,4,3,3,4,4,4,3,3,3,4,3,1,4,3,2,1,2,3,3,3,3,2
"866",26,2,2,3,3,4,1,1,4,4,3,4,3,4,3,3,4,4,4,1,3,4,2,1,2,2,1,2,2,1
"867",26,1,1,4,2,4,2,2,5,4,4,5,2,4,1,5,4,3,5,1,1,2,2,5,3,1,1,3,2,2
"868",26,2,2,4,2,3,3,1,6,4,3,3,1,3,2,2,3,5,3,1,2,5,3,6,2,3,3,4,4,3
"869",26,3,3,5,3,3,1,1,5,3,2,3,3,3,3,2,5,5,5,1,3,1,1,1,2,3,3,4,3,4
"870",26,3,4,4,3,2,1,3,3,2,1,2,2,3,3,1,4,4,5,1,1,1,2,4,2,2,2,3,3,2
"871",26,2,2,5,3,5,1,1,6,3,3,4,5,3,3,2,1,2,3,2,2,3,1,3,5,2,3,3,2,2
"872",26,2,2,3,2,3,2,2,4,4,2,3,3,4,2,3,2,3,3,1,3,2,1,1,3,3,4,4,5,2
"873",26,3,3,5,2,3,2,4,4,3,2,3,1,3,3,3,3,3,3,1,4,1,1,1,2,2,3,3,3,2
"874",26,3,3,7,3,3,4,1,7,4,3,4,2,5,3,3,5,4,5,2,1,3,1,4,4,1,2,3,3,2
"875",26,2,3,2,2,2,1,2,2,4,3,4,5,5,2,4,4,4,5,1,1,3,1,6,4,3,5,5,3,4
"876",26,2,2,2,2,2,1,2,2,5,4,4,3,4,2,4,4,4,4,1,2,2,2,4,1,2,3,4,4,2
"877",26,1,2,1,1,1,1,4,1,2,2,3,1,1,1,2,2,4,2,1,1,1,1,3,1,4,5,5,4,4
"878",26,2,2,5,3,3,2,1,6,3,3,4,1,3,2,3,3,3,4,1,1,2,1,1,3,3,3,5,4,3
"879",26,2,2,2,1,2,1,2,3,3,2,3,1,2,2,3,2,4,3,2,2,1,1,1,1,4,2,3,1,4
"880",26,3,2,7,3,5,4,1,7,4,3,3,1,3,3,2,4,4,5,1,2,4,2,6,4,3,2,3,3,2
"881",26,3,3,5,3,3,1,1,4,4,2,3,2,4,3,3,5,5,4,1,1,4,2,5,2,2,1,2,2,2
"882",27,3,3,5,2,3,1,1,5,3,3,5,2,2,2,3,3,4,3,1,4,1,1,1,2,3,3,4,3,3
"883",27,3,3,5,5,4,1,1,6,2,3,6,5,4,3,2,4,4,5,2,2,4,2,3,6,1,2,4,3,3
"884",27,2,3,2,3,3,3,2,4,2,3,5,2,3,2,2,3,4,3,1,2,3,2,6,3,2,3,4,3,4
"885",27,2,3,4,2,2,2,1,5,4,3,4,4,4,3,3,4,5,4,3,2,4,2,5,4,3,2,3,2,3
"886",27,3,3,3,2,2,1,2,3,3,2,3,1,2,2,2,1,5,1,6,3,2,1,1,1,4,2,3,2,3
"887",27,1,2,1,1,2,1,3,1,2,2,3,1,1,1,1,2,3,3,1,3,1,1,1,1,4,3,4,1,4
"888",27,3,3,5,3,3,1,1,5,4,2,3,2,3,2,3,3,5,3,2,2,2,1,3,2,5,5,4,2,4
"889",27,2,3,3,2,2,1,2,3,4,3,4,3,4,2,3,5,5,4,3,1,2,1,5,3,3,6,5,3,4
"890",27,2,3,2,2,1,1,3,2,3,3,5,1,2,1,3,2,5,3,3,2,2,2,1,2,3,2,3,2,3
"891",27,2,3,3,2,2,1,5,1,3,2,3,1,3,2,2,4,5,3,2,4,1,1,1,1,3,2,3,2,2
"892",27,2,3,2,2,2,1,3,2,3,2,3,1,2,2,2,2,4,2,1,2,3,2,1,1,4,5,5,3,3
"893",27,2,3,4,2,2,1,1,3,4,5,6,5,4,2,4,4,5,3,2,1,5,2,6,5,2,1,2,1,3
"894",27,2,2,4,2,3,1,1,5,2,2,3,1,2,2,1,2,3,3,2,1,1,1,1,2,3,6,5,4,4
"895",27,1,2,1,2,3,1,2,3,3,2,3,2,2,2,2,4,5,3,1,3,2,2,5,2,4,4,4,2,5
"896",27,3,3,6,4,4,3,1,7,3,4,5,2,4,3,4,2,3,3,1,4,4,2,3,4,3,1,1,1,2
"897",27,2,3,3,2,2,1,1,4,4,3,4,1,4,2,4,5,6,4,2,2,3,3,7,2,3,1,2,2,2
"898",27,3,3,6,2,2,1,2,4,3,3,4,3,3,2,3,2,4,3,2,3,2,1,1,2,3,2,4,3,3
"899",27,2,3,2,3,2,1,2,3,2,3,4,1,3,2,2,1,4,1,4,2,4,3,5,1,3,3,4,3,4
"900",27,3,4,3,4,3,3,4,4,3,2,3,1,4,4,2,3,5,3,1,3,4,3,1,2,3,4,5,3,4
"901",27,1,2,1,2,2,1,3,1,3,2,3,1,2,2,2,3,5,3,3,2,3,2,6,1,3,2,2,2,2
"902",27,3,2,7,3,3,2,1,6,3,2,3,1,3,2,3,5,4,5,1,3,1,1,5,2,3,2,3,3,2
"903",27,2,2,5,2,2,1,2,3,1,1,3,1,2,2,1,1,2,1,4,1,2,2,4,1,2,3,4,2,4
"904",27,3,3,6,2,2,1,2,5,4,3,3,1,4,3,4,3,4,3,1,2,2,1,6,2,3,1,2,1,2
"905",27,4,4,5,4,3,3,3,5,3,2,2,2,4,4,2,4,5,3,2,2,2,1,1,3,3,3,3,2,3
"906",27,2,2,6,2,3,2,1,6,3,2,3,2,3,2,3,3,3,4,2,1,2,1,1,3,2,3,4,3,3
"907",27,3,3,5,2,3,1,1,5,3,3,5,4,4,3,3,3,3,4,1,3,3,1,6,4,2,4,4,3,4
"908",27,1,2,1,1,2,1,1,4,3,2,3,1,2,1,2,1,3,2,2,2,2,2,3,1,4,5,6,4,4
"909",27,2,3,3,3,3,3,2,5,2,2,4,1,2,2,2,1,3,1,2,2,4,2,5,4,3,2,3,2,2
"910",27,4,4,4,4,3,1,2,4,3,2,4,3,4,4,2,3,4,3,2,2,3,2,7,2,2,3,4,3,3
"911",27,3,3,3,2,2,1,1,3,2,2,3,1,2,2,2,3,5,3,3,2,1,1,1,1,4,4,4,2,4
"912",27,4,4,4,3,2,1,4,3,3,3,4,1,5,4,3,4,5,4,1,1,3,3,1,1,2,4,5,4,3
"913",27,3,3,3,2,2,1,1,4,3,3,4,1,3,2,3,2,5,2,5,2,1,1,1,2,3,3,4,3,3
"914",27,3,4,4,4,3,2,1,5,3,2,3,2,4,4,2,3,4,3,2,1,2,2,4,3,3,4,5,3,5
